51305662589,dda,295,92
51305672548,cge,294,123
51305673678,gce,150,33
51305684916,fbe,9,298
51305695530,gbc,196,189
51305706094,bea,236,299
51305742093,fbe,157,244
51305766239,dgf,188,99
51305772318,bca,77,267
51305778837,cfe,213,242
51305787986,ddc,46,184
51305820079,dgb,185,238
51305827721,dcc,280,305
51305834552,fba,96,224
51305840566,egg,46,69
51305851645,egb,131,282
51305858358,daf,113,289
51305861579,eee,26,126
51305919449,bbc,2,174
51305927337,fff,194,291
51306034442,ced,32,266
51306039866,eac,28,121
51306048258,fce,190,9
51306049524,cfa,299,295
51306060406,ffe,118,151
51306097697,dba,232,186
51306111124,bcg,236,256
51306116373,cgd,145,242
51306210245,abb,120,125
51306213772,eda,150,82
51306222785,eef,14,58
51306268833,fag,164,134
51306301648,gdf,286,34
51306318327,cde,230,206
51306335238,fbc,59,22
51306340765,cag,244,278
51306372343,cef,284,124
51306377513,fab,221,95
51306385310,aee,32,100
51306393774,gdd,65,206
51306402177,aga,60,38
51306418848,bbg,156,57
51306429384,fdf,131,154
51306430631,ded,71,187
51306448773,aac,89,296
51306450195,eae,36,222
51306471937,ffd,255,124
51306498348,bad,176,211
51306526473,edb,142,41
51306543734,fde,63,39
51306555849,gbg,37,211
51306589209,ebb,190,92
51306618066,dag,243,64
51306624631,cbc,290,153
51306637278,cfb,296,109
51306678382,cac,260,166
51306684931,ggf,1,211
51306707683,dfg,167,143
51306780228,dfe,68,123
51306794443,efc,199,286
51306809554,dbd,144,191
51306811446,eff,19,148
51306824046,gfg,73,156
51306827288,fdg,254,28
51306839073,ebd,169,213
51306844323,afe,268,265
51306851049,efb,19,184
51306890961,ccg,14,6
51306899357,cdc,274,292
51306915307,aaf,50,166
51306927111,gga,99,55
51306967017,feg,261,53
51306972078,fbg,268,204
51306979474,cgb,98,293
51306998211,gge,236,261
51307007847,eeb,239,105
51307015605,dcf,279,7
51307021470,fdc,248,99
51307025926,agg,157,279
51307031729,ddd,204,209
51307034485,fdb,167,53
51307040106,fdf,238,123
51307042493,bdg,290,5
51307059018,deb,12,68
51307068386,caa,247,311
51307069952,gaf,220,297
51307074411,bgb,138,184
51307075775,dcc,139,308
51307088965,egf,176,116
51307108865,bfc,286,241
51307108925,bbf,66,39
51307119443,ecb,76,58
51307119560,acg,97,240
51307121001,cga,124,224
51307122628,bfd,293,26
51307133386,ecg,263,48
51307172015,ddg,32,95
51307180731,dcg,76,211
51307204650,aed,281,84
51307205371,fcf,26,231
51307256391,bcc,297,55
51307269662,cce,179,191
51307307890,eca,7,71
51307314853,egc,186,146
51307315064,egf,75,122
51307335378,ggd,30,22
51307346826,agc,9,92
51307407297,cbb,150,300
51307409727,bbc,87,160
51307410128,ffg,134,30
51307438890,efg,165,84
51307450050,cab,5,90
51307451347,gfe,126,38
51307459521,gbf,258,40
51307459551,eag,50,107
51307464195,beb,135,299
51307469498,gdd,226,236
51307485417,bee,234,234
51307485760,geg,200,73
51307496287,afa,194,112
51307503407,bef,199,179
51307525929,ggb,167,28
51307533088,fec,98,279
51307566603,dgc,263,203
51307572763,bed,5,226
51307582471,fgc,133,178
51307588444,bec,129,92
51307606981,aag,221,71
51307607909,aef,15,236
51307623561,ece,237,267
51307651309,egg,34,55
51307651764,edd,26,280
51307657626,adb,163,255
51307665205,bbg,173,53
51307728511,dbe,135,274
51307733605,ffb,151,304
51307742489,baa,17,219
51307745217,ada,219,264
51307746818,cad,280,169
51307774409,gbd,206,154
51307782807,dgd,143,117
51307819134,bad,68,223
51307845863,gcf,62,287
51307846636,bgc,27,296
51307852578,efb,157,180
51307879860,gfa,148,162
51307922514,bea,241,301
51307931686,eaa,41,204
51307944107,ccb,150,172
51307953382,gda,8,255
51307978530,bbb,46,195
51307997160,aae,99,181
51308000139,bda,75,37
51308005530,bcf,92,198
51308010654,ddc,173,161
51308012475,bdb,283,53
51308035999,deg,133,180
51308051252,egf,94,130
51308060802,dda,201,107
51308073996,gdg,111,102
51308084111,ccd,142,57
51308092423,bce,196,128
51308104853,adg,151,94
51308107065,aea,64,298
51308118387,fgd,274,295
51308120931,bgg,162,122
51308124283,cbd,143,219
51308136821,gdc,245,146
51308140277,dbg,165,254
51308165039,cac,180,137
51308169763,dga,263,179
51308198424,gfe,265,33
51308208122,gba,126,251
51308220800,bfd,9,30
51308227090,cdd,243,57
51308230807,egd,63,53
51308232420,cge,281,104
51308253368,bga,212,346
51308255054,gcd,66,185
51308271781,dge,22,296
51308311615,dce,147,198
51308332712,bgc,207,322
51308341238,gda,44,211
51308344858,add,150,143
51308359670,daf,173,320
51308366078,gcb,238,202
51308384690,faf,200,34
51308421614,cfg,200,284
51308424157,fcd,192,275
51308428169,cgc,46,219
51308452906,deb,251,80
51308458366,cec,71,53
51308467273,dag,275,51
51308474581,gfd,26,191
51308485267,gfc,194,52
51308493358,cga,47,179
51308519711,bdc,235,80
51308532730,aeg,140,187
51308542640,abf,41,26
51308546200,edf,167,224
51308567256,ggc,14,103
51308577010,abc,80,241
51308599790,dgg,297,241
51308608810,bgd,158,50
51308610488,gbe,174,21
51308638757,ega,151,159
51308652658,fed,262,196
51308656180,cba,280,86
51308671666,cdb,180,179
51308680997,fae,87,23
51308692646,ceb,60,195
51308700017,fbb,195,70
51308722974,fgg,210,265
51308731165,dcb,179,226
51308741490,dbb,95,93
51308775678,gga,85,59
51308787415,fbe,298,195
51308799758,gdb,14,137
51308807428,bdc,187,68
51308815340,def,118,215
51308827064,eba,46,203
51308838350,ccc,261,15
51308844223,ffe,197,125
51308846714,edg,81,163
51308847031,dab,154,246
51308869936,ceg,100,105
51308903957,gfb,83,215
51308924593,gab,294,250
51308940733,fdd,244,278
51308944640,bfg,15,235
51308961839,gdf,11,38
51308964455,eec,222,36
51308979952,dfc,275,270
51308984487,beb,79,239
51308988107,ccf,105,29
51308988935,aff,128,141
51309003015,fef,122,17
51309004290,dff,92,235
51309021132,cda,280,10
51309023396,afg,83,11
51309025554,eda,210,84
51309062385,daa,209,27
51309063235,dfb,166,173
51309068768,aec,19,278
51309094131,abb,222,111
51309111463,aad,18,173
51309117047,gca,299,298
51309125020,cee,181,96
51309126622,ade,152,291
51309131680,fdc,78,98
51309138381,dcd,79,166
51309138724,fee,124,156
51309155134,ebc,260,157
51309162330,aab,55,27
51309170703,gaa,61,271
51309192638,feb,123,179
51309214949,efa,103,257
51309215589,caf,75,271
51309231484,aea,103,324
51309267277,bfa,91,189
51309267299,dae,87,278
51309297950,beg,274,160
51309340209,gea,213,94
51309340767,ebc,148,177
51309354004,gda,84,244
51309355509,gbb,180,189
51309364780,adc,211,251
51309366964,gbg,281,194
51309371353,eab,65,90
51309375358,eeg,61,231
51309380303,edc,170,96
51309401566,ecd,165,98
51309421044,ada,93,242
51309429730,fca,193,223
51309448359,cfa,297,236
51309464191,eea,118,224
51309470706,gcc,294,68
51309474929,baa,180,188
51309475323,ead,29,66
51309511967,abe,118,20
51309517703,ecc,157,275
51309521413,abe,47,21
51309543854,abd,26,44
51309559987,bba,192,154
51309563399,cfc,132,187
51309568186,cdg,93,266
51309570132,eef,259,56
51309571535,bgf,18,233
51309609947,fgb,80,81
51309613077,cdb,186,189
51309653665,gga,88,64
51309657533,fgf,168,98
51309672877,fae,158,22
51309675338,dee,250,178
51309675705,dfd,90,146
51309683780,fea,297,268
51309716560,fcb,190,200
51309724948,bfb,191,283
51309728635,fga,96,147
51309729885,fcd,195,286
51309733117,efd,193,141
51309749808,aee,48,85
51309758402,cdc,283,303
51309762257,dad,144,187
51309768193,gad,24,63
51309769492,add,254,160
51309777930,dbf,48,244
51309779312,afc,87,124
51309790776,fge,247,268
51309795423,efg,288,89
51309804829,geb,287,197
51309842125,cgg,68,113
51309842372,cbb,150,303
51309849150,aaa,171,272
51309856752,ecf,13,135
51309868994,abg,73,198
51309903373,aef,252,273
51309909111,bbd,250,113
51309919472,afd,145,67
51309922788,cae,170,261
51309948318,fbd,32,285
51309954350,cfd,68,102
51309955824,bdd,115,250
51309975058,dac,264,56
51309980468,acd,232,27
51309981352,bdf,51,211
51309988992,ddb,63,152
51309990033,egc,128,140
51310036915,bgg,22,101
51310072886,ddg,88,93
51310098166,bbd,208,113
51310098726,ebc,282,205
51310100686,bcb,135,140
51310110532,ccb,242,161
51310154587,ffd,95,110
51310165321,efe,187,169
51310166518,dba,186,202
51310175171,dga,224,148
51310187098,cbf,165,184
51310225173,egg,157,46
51310279799,deg,239,192
51310280529,gce,41,33
51310288350,cff,275,167
51310290739,bag,127,151
51310340839,ffa,198,24
51310359462,abb,71,99
51310377323,cfg,110,235
51310381150,ecb,6,48
51310390659,bge,209,102
51310423941,cbg,217,42
51310432449,dec,55,265
51310437960,gae,195,38
51310439341,faa,131,150
51310469921,dga,112,143
51310487268,fda,117,86
51310523017,bgb,69,169
51310525586,ddd,1,231
51310528455,gdg,266,87
51310535436,aag,143,71
51310553527,daa,219,31
51310559876,cfe,122,242
51310565808,bed,277,244
51310567207,aac,45,251
51310570940,gab,5,200
51310592973,def,224,236
51310606540,bed,102,270
51310615603,fcg,74,247
51310619554,cbe,44,285
51310651379,deg,193,218
51310666303,gbb,106,190
51310681011,cfa,241,188
51310708757,bge,247,108
51310710154,bca,36,317
51310722260,ebg,113,125
51310737927,cbe,214,262
51310786861,agg,41,306
51310789663,ffa,196,20
51310798168,gbg,21,180
51310804035,gfc,11,58
51310812482,bdd,6,227
51310829287,ddd,143,274
51310869203,fbf,182,247
51310923654,fde,50,39
51310937129,aeb,69,135
51310950078,cgg,41,128
51310965345,ebd,235,234
51310979486,gde,228,132
51310984686,dge,182,236
51310994930,dde,99,34
51311012951,adb,223,267
51311053174,fdg,240,30
51311071357,fgg,118,219
51311076517,dfg,196,135
51311108265,gac,278,162
51311112235,bac,217,151
51311122562,bff,148,254
51311123018,cfe,94,198
51311139678,feg,271,48
51311175697,fee,260,126
51311191269,dab,108,204
51311198122,acf,55,6
51311200555,bgd,254,58
51311214987,daa,292,27
51311224708,gaf,253,294
51311224769,add,24,180
51311252817,dee,133,199
51311259437,ceb,1,212
51311266365,ffc,174,30
51311274614,gce,266,34
51311290271,bfe,243,64
51311292331,fge,54,257
51311306384,baf,115,310
51311318294,gef,232,276
51311329204,ceg,19,115
51311353816,fca,125,263
51311370222,bdb,65,44
51311371940,gac,172,147
51311390096,dgf,156,103
51311408634,fbg,284,240
51311424933,gaa,217,276
51311440625,fbe,109,187
51311471219,fba,215,210
51311495158,caf,24,227
51311549440,cdb,267,158
51311582780,cgf,226,52
51311618070,gdc,117,167
51311645780,abd,214,42
51311669692,deb,67,64
51311680519,cae,183,305
51311703850,adf,296,226
51311710183,bae,20,239
51311720028,afe,26,294
51311728940,ecc,18,247
51311732170,cac,83,120
51311741257,def,143,266
51311746150,dgb,171,190
51311776867,dcc,246,295
51311782747,dag,27,44
51311788469,acb,86,255
51311791742,aad,171,192
51311794551,ccd,59,51
51311796204,fac,189,143
51311804384,dbc,132,270
51311815085,gbc,59,192
51311819762,gff,256,310
51311828904,fca,146,265
51311848105,beg,261,174
51311903618,fac,150,121
51311912379,afb,211,201
51311924033,gag,140,205
51311931403,aee,107,68
51311940308,faa,219,129
51311943640,dfb,13,153
51311947243,cga,290,186
51311952106,faf,211,39
51311966449,ega,86,162
51311971962,cdf,88,148
51311994521,fgc,237,163
51312048601,ecg,132,53
51312068479,dgb,180,203
51312068882,dge,9,207
51312077059,bee,220,264
51312089273,dce,54,207
51312104039,bac,273,143
51312105717,bfe,24,72
51312158689,ggb,217,33
51312188719,ccb,161,186
51312191062,fbc,228,19
51312197764,gfb,268,184
51312220162,edb,210,42
51312220962,fdf,293,146
51312223166,cdg,98,279
51312226992,bcb,119,128
51312228610,gge,209,268
51312229419,eee,87,123
51312267933,ded,271,194
51312303791,fce,169,9
51312341816,aba,214,125
51312357110,gbf,175,38
51312386036,gad,66,72
51312401492,acc,80,99
51312404515,cbc,271,149
51312416008,ggg,181,142
51312433968,dee,249,216
51312444516,gcf,155,261
51312467699,daa,191,25
51312478270,bae,256,229
51312499895,agf,211,226
51312509969,ede,135,216
51312530162,efb,291,151
51312532278,agb,17,71
51312548426,gfg,294,143
51312554765,bad,16,200
51312567847,aab,39,29
51312591935,gcb,104,163
51312603352,dce,266,167
51312607506,eaa,185,195
51312610446,egf,22,133
51312616558,bdb,200,45
51312630284,bda,27,42
51312632715,ffc,78,26
51312642322,cdg,101,298
51312647003,aaf,126,187
51312654843,cag,112,322
51312656375,ebf,54,58
51312666754,gda,155,217
51312667256,fdb,138,56
51312682160,adf,207,216
51312701858,acd,235,24
51312725512,eec,22,29
51312745388,acf,212,6
51312752934,abe,128,22
51312754309,cea,218,95
51312754882,cdd,290,57
51312785401,age,7,236
51312828667,gee,127,287
51312863714,fag,178,123
51312897348,cda,158,11
51312927306,cbc,27,134
51312930359,feb,124,196
51312952747,bcg,94,243
51312999132,ace,181,197
51312999310,dgc,299,176
51313019388,gea,66,87
51313059737,bbe,87,273
51313067981,dca,170,109
51313074466,ece,21,296
51313078820,dbd,146,194
51313081445,cef,171,116
51313110082,cca,252,135
51313133253,cdg,74,312
51313158901,ecf,22,112
51313164988,ebe,177,157
51313166014,cad,128,138
51313168137,cgb,235,313
51313205555,gec,261,121
51313220573,afe,297,302
51313226432,bbg,297,50
51313242369,fgf,213,111
51313250394,ecc,149,209
51313284461,cfb,222,111
51313293777,ead,34,69
51313296520,edd,139,246
51313309754,gcg,42,143
51313312409,ced,18,292
51313402389,eed,79,141
51313437109,fae,110,25
51313445516,daf,81,316
51313455496,dea,94,268
51313507196,agd,152,269
51313507628,aee,112,70
51313588845,aed,79,67
51313613882,ebf,122,68
51313614536,ebb,172,79
51313617747,fdb,108,53
51313634793,gbe,12,17
51313638630,gcf,137,281
51313721173,aba,216,126
51313722575,eec,60,31
51313735860,gbc,266,157
51313754164,cgf,242,52
51313759906,caf,47,229
51313795441,adf,235,181
51313834184,gda,168,240
51313834198,bfd,221,27
51313835777,gge,172,294
51313853937,fee,62,102
51313865616,ged,2,94
51313931564,eba,121,205
51313972277,cee,256,111
51313988487,bde,256,199
51314000685,cce,286,160
51314043906,cbd,74,223
51314046971,bab,249,263
51314051301,cec,195,51
51314080509,eaf,74,259
51314082076,bfa,257,166
51314084737,bdf,267,229
51314140208,fff,39,311
51314140926,fce,131,8
51314162295,bcf,3,182
51314170623,dgd,77,104
51314202086,dfa,100,158
51314209909,cfd,258,109
51314245862,bfb,201,237
51314253866,ega,15,168
51314272871,bda,193,34
51314279242,dcd,23,197
51314283069,fgd,51,292
51314287320,cea,75,113
51314304804,bgc,191,312
51314305548,acg,173,196
51314319949,dfd,73,137
51314357449,bce,213,122
51314363464,abg,68,223
51314363625,bcb,221,102
51314398106,fgg,87,183
51314410738,bbc,25,158
51314417543,aab,45,33
51314420405,cgd,216,251
51314448274,dda,244,92
51314450195,beb,230,279
51314451420,agf,155,221
51314453653,caa,230,251
51314468171,fcc,174,56
51314479652,agg,234,293
51314481375,bce,78,97
51314498786,fcf,103,191
51314510176,aca,48,245
51314517856,fad,160,174
51314525359,fbc,197,20
51314535325,bgf,117,226
51314551698,fab,89,103
51314574291,fdc,63,108
51314593013,ddg,294,97
51314604496,bbb,19,156
51314656949,bga,185,335
51314657707,ege,292,9
51314730172,ffc,45,27
51314740567,egb,130,301
51314785585,baa,288,193
51314797917,fcd,209,308
51314809253,bba,12,163
51314811605,dgg,12,269
51314820045,bfc,161,284
51314823671,eca,284,61
51314826496,faf,211,34
51314842539,ggf,98,202
51314851141,abc,240,231
51314898638,dcg,140,248
51314911611,ebb,179,94
51314951860,ffg,27,25
51314957850,bcd,297,210
51314979239,acc,56,100
51314989812,beg,9,163
51314994248,dgc,244,161
51315003375,aga,60,40
51315012780,ddf,23,5
51315016871,bea,187,297
51315024341,fee,266,109
51315026028,cef,50,118
51315032855,cde,270,183
51315079707,fgc,127,167
51315080135,gdg,253,90
51315103288,eea,261,257
51315104708,daa,156,25
51315111307,geg,289,84
51315129329,gac,89,167
51315142500,aaf,299,173
51315143392,ggf,119,226
51315164212,cgf,222,60
51315173149,gac,56,135
51315188476,aca,172,267
51315207775,fef,166,17
51315227823,bag,130,151
51315246146,ggd,128,19
51315256974,dce,248,150
51315289267,fge,227,210
51315295563,gag,96,213
51315310732,ccg,34,5
51315335713,gba,278,223
51315348188,cgc,169,223
51315350447,aae,51,177
51315352654,ffe,224,100
51315402303,cee,45,132
51315430094,gdf,94,44
51315436045,agc,264,86
51315463879,fed,5,231
51315477977,cgd,270,233
51315499931,fdc,3,87
51315504143,acf,252,6
51315512068,eac,254,143
51315537788,efc,220,311
51315546749,cdc,127,345
51315555164,gcg,70,121
51315556255,bcb,155,87
51315574426,bgg,50,85
51315577355,eec,109,27
51315578141,fec,212,225
51315619269,bad,276,231
51315641450,eed,89,119
51315649415,fbd,191,233
51315659086,cge,25,117
51315694833,eeb,180,99
51315713896,dbe,155,254
51315724034,ggc,106,100
51315744661,cda,194,11
51315752646,edc,186,95
51315756580,bec,138,87
51315824427,bdg,139,5
51315826582,ffb,40,276
51315836600,gdd,239,252
51315845232,dgg,49,236
51315883465,ebe,259,127
51315884335,fbg,146,211
51315900843,gbf,117,31
51315923868,ebf,280,70
51315926603,fdg,186,24
51315969055,aad,102,211
51315972740,dbf,204,197
51315978121,cbd,111,265
51316019443,bfg,12,227
51316048994,eae,103,248
51316064883,def,286,305
51316074616,eac,256,134
51316086250,eda,169,68
51316095241,aaf,45,160
51316102411,bef,6,211
51316126744,adg,196,89
51316129614,daf,44,281
51316129848,gea,242,72
51316131547,eag,18,116
51316137467,bce,122,114
51316167679,dcf,284,5
51316179698,ade,75,241
51316181110,fgb,276,94
51316186699,ecd,92,98
51316195254,aee,209,72
51316223753,ecf,54,112
51316226810,ede,277,224
51316232623,afa,188,119
51316257353,ggd,100,16
51316269552,cbf,110,161
51316306282,aea,42,262
51316313169,gfe,21,29
51316316066,gcd,113,196
51316335393,ebg,189,135
51316349654,cad,285,115
51316357568,gga,245,58
51316362636,cff,164,133
51316365490,cab,153,107
51316415239,fea,90,241
51316419657,fga,249,117
51316419697,gfg,62,154
51316436562,fcg,108,207
51316445136,dag,278,46
51316459453,ccd,37,55
51316476639,eff,89,153
51316482015,geb,74,210
51316483779,dfb,231,123
51316483949,deg,163,241
51316489114,dfe,1,134
51316499616,dbb,55,100
51316514239,cfe,139,227
51316519368,gfd,60,217
51316527124,aba,242,123
51316536105,bcc,79,54
51316546444,aae,110,157
51316573000,bbf,50,31
51316578104,fgc,21,183
51316596189,cbc,172,109
51316616383,gbd,24,157
51316638923,gab,172,172
51316642318,ged,290,83
51316657043,eeg,299,210
51316657360,gba,89,220
51316663710,abf,165,30
51316723702,ffd,12,103
51316729303,gag,207,215
51316744875,egb,111,346
51316769515,fdd,81,314
51316780754,aac,204,266
51316788545,bec,181,91
51316797205,bbc,18,158
51316806221,gdd,53,221
51316808691,gfc,226,57
51316834633,eaf,143,214
51316836370,cac,23,114
51316857312,cgf,140,51
51316871600,ddg,207,110
51316873206,ega,24,151
51316873579,ecg,256,44
51316897224,egc,9,151
51316913978,bga,20,351
51316914521,bgc,38,258
51316918685,fbf,1,276
51316929558,gbg,24,149
51316952319,gff,210,322
51316956261,cbd,109,251
51316975639,gdb,66,135
51317000184,fbe,158,164
51317012068,gef,40,314
51317015542,fcd,137,357
51317046164,adg,193,103
51317057349,eed,250,120
51317064194,fac,192,139
51317105178,ffe,240,104
51317127671,agf,127,190
51317130166,ddc,128,149
51317169668,bed,104,234
51317171081,egg,171,52
51317178903,bbb,50,138
51317183202,fbb,117,65
51317187358,ded,10,162
51317227235,gfg,262,129
51317229779,bee,147,261
51317264991,egd,26,44
51317272206,eeg,13,205
51317295044,ccc,61,15
51317296327,gad,41,69
51317312329,ggc,4,113
51317315446,bcd,283,231
51317328485,ccd,254,52
51317338769,gcc,151,78
51317368820,ded,54,140
51317373865,dac,151,48
51317374688,bbd,122,101
51317421180,gda,171,211
51317428829,aef,49,237
51317446235,bbe,206,322
51317476903,fdd,261,292
51317483318,gfa,60,145
51317521122,egc,220,172
51317521141,dcd,128,204
51317528385,dff,183,251
51317529453,acb,196,232
51317529611,fgd,204,297
51317544412,efc,140,351
51317558990,ecd,50,102
51317572617,bge,147,89
51317574805,aeg,39,177
51317581639,aff,115,132
51317582446,fcb,1,208
51317588936,dae,135,269
51317619960,fda,74,78
51317656413,aec,99,316
51317663892,acg,117,219
51317672237,dga,1,145
51317689074,dbd,276,215
51317698050,acd,179,19
51317708947,ece,239,260
51317711336,bgb,73,153
51317722666,adc,98,225
51317725398,gcg,106,143
51317728099,feg,280,51
51317739526,egb,164,394
51317762959,edg,139,172
51317767966,bff,101,205
51317775882,beb,232,234
51317776593,gfd,16,197
51317784084,agd,96,309
51317809798,ebc,54,221
51317820100,bce,260,121
51317846059,aef,200,277
51317895316,cea,282,134
51317938305,fce,33,9
51317943017,efd,100,149
51317945408,aag,68,78
51317971175,ada,248,242
51317976356,ccf,224,28
51317981456,gca,138,268
51317996549,afa,67,116
51318011368,gac,83,148
51318037907,dca,28,98
51318040530,bdc,204,62
51318040572,dcb,234,235
51318040814,dbg,132,284
51318044221,abg,211,249
51318057282,fba,100,170
51318058211,afe,241,341
51318058995,baa,40,173
51318068427,cba,129,95
51318081127,ggc,139,126
51318083711,gfc,36,63
51318090580,dba,44,220
51318107692,edg,201,194
51318113270,fad,29,139
